solid_SIDIS_hgc_chamber  |                root  |       solid_SIDIS_hgc_chamber  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | CCCC33   |            Polycone  |0*deg 360*deg 2*counts 80*cm 92*cm 265*cm 265*cm 326*cm 426*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_30  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_30  |22.16531628071*cm 210.888629176057*cm 357.378609192601*cm  |      ordered: zxy -444*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_30 - solid_SIDIS_hgc_conein_30  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_pmt_1  | solid_SIDIS_hgc_gas  |         solid_SIDIS_hgc_pmt_1  |-22.7508726235021*cm 216.460153304322*cm 350.460455778663*cm  |       ordered: zxy -96*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_1  |solid_SIDIS_hgc_pmt_1  | solid_SIDIS_hgc_pmt_surface_1  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2210000 
solid_SIDIS_hgc_pmt_backend_1  |solid_SIDIS_hgc_pmt_1  | solid_SIDIS_hgc_pmt_backend_1  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_2  | solid_SIDIS_hgc_gas  |         solid_SIDIS_hgc_pmt_2  |-67.2583071999135*cm 206.999807454653*cm 350.460455778663*cm  |      ordered: zxy -108*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_2  |solid_SIDIS_hgc_pmt_2  | solid_SIDIS_hgc_pmt_surface_2  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2220000 
solid_SIDIS_hgc_pmt_backend_2  |solid_SIDIS_hgc_pmt_2  | solid_SIDIS_hgc_pmt_backend_2  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_3  | solid_SIDIS_hgc_gas  |         solid_SIDIS_hgc_pmt_3  |-108.826231110441*cm 188.492577031452*cm 350.460455778663*cm  |      ordered: zxy -120*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_3  |solid_SIDIS_hgc_pmt_3  | solid_SIDIS_hgc_pmt_surface_3  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2230000 
solid_SIDIS_hgc_pmt_backend_3  |solid_SIDIS_hgc_pmt_3  | solid_SIDIS_hgc_pmt_backend_3  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_4  | solid_SIDIS_hgc_gas  |         solid_SIDIS_hgc_pmt_4  |-145.63792667692*cm 161.747316784265*cm 350.460455778663*cm  |      ordered: zxy -132*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_4  |solid_SIDIS_hgc_pmt_4  | solid_SIDIS_hgc_pmt_surface_4  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2240000 
solid_SIDIS_hgc_pmt_backend_4  |solid_SIDIS_hgc_pmt_4  | solid_SIDIS_hgc_pmt_backend_4  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_5  | solid_SIDIS_hgc_gas  |         solid_SIDIS_hgc_pmt_5  |-176.084546215667*cm 127.932922884157*cm 350.460455778663*cm  |      ordered: zxy -144*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_5  |solid_SIDIS_hgc_pmt_5  | solid_SIDIS_hgc_pmt_surface_5  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2250000 
solid_SIDIS_hgc_pmt_backend_5  |solid_SIDIS_hgc_pmt_5  | solid_SIDIS_hgc_pmt_backend_5  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_6  | solid_SIDIS_hgc_gas  |         solid_SIDIS_hgc_pmt_6  |-198.835426398982*cm 88.5272465537938*cm 350.460455778663*cm  |      ordered: zxy -156*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_6  |solid_SIDIS_hgc_pmt_6  | solid_SIDIS_hgc_pmt_surface_6  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2260000 
solid_SIDIS_hgc_pmt_backend_6  |solid_SIDIS_hgc_pmt_6  | solid_SIDIS_hgc_pmt_backend_6  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_7  | solid_SIDIS_hgc_gas  |         solid_SIDIS_hgc_pmt_7  |-212.896244625816*cm 45.2525048796854*cm 350.460455778663*cm  |      ordered: zxy -168*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_7  |solid_SIDIS_hgc_pmt_7  | solid_SIDIS_hgc_pmt_surface_7  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2270000 
solid_SIDIS_hgc_pmt_backend_7  |solid_SIDIS_hgc_pmt_7  | solid_SIDIS_hgc_pmt_backend_7  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_8  | solid_SIDIS_hgc_gas  |         solid_SIDIS_hgc_pmt_8  |-217.652475689253*cm 1.1663951155138e-05*cm 350.460455778663*cm  |      ordered: zxy -180*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_8  |solid_SIDIS_hgc_pmt_8  | solid_SIDIS_hgc_pmt_surface_8  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2280000 
solid_SIDIS_hgc_pmt_backend_8  |solid_SIDIS_hgc_pmt_8  | solid_SIDIS_hgc_pmt_backend_8  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_9  | solid_SIDIS_hgc_gas  |         solid_SIDIS_hgc_pmt_9  |-212.896249475959*cm -45.2524820615538*cm 350.460455778663*cm  |      ordered: zxy -192*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_9  |solid_SIDIS_hgc_pmt_9  | solid_SIDIS_hgc_pmt_surface_9  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2290000 
solid_SIDIS_hgc_pmt_backend_9  |solid_SIDIS_hgc_pmt_9  | solid_SIDIS_hgc_pmt_backend_9  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_10  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_10  |-198.835435887294*cm -88.5272252426946*cm 350.460455778663*cm  |      ordered: zxy -204*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_10  |solid_SIDIS_hgc_pmt_10  |solid_SIDIS_hgc_pmt_surface_10  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2300000 
solid_SIDIS_hgc_pmt_backend_10  |solid_SIDIS_hgc_pmt_10  |solid_SIDIS_hgc_pmt_backend_10  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_11  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_11  |-176.084559927464*cm -127.932904011488*cm 350.460455778663*cm  |      ordered: zxy -216*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_11  |solid_SIDIS_hgc_pmt_11  |solid_SIDIS_hgc_pmt_surface_11  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2310000 
solid_SIDIS_hgc_pmt_backend_11  |solid_SIDIS_hgc_pmt_11  |solid_SIDIS_hgc_pmt_backend_11  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_12  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_12  |-145.63794401293*cm -161.747301174851*cm 350.460455778663*cm  |      ordered: zxy -228*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_12  |solid_SIDIS_hgc_pmt_12  |solid_SIDIS_hgc_pmt_surface_12  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2320000 
solid_SIDIS_hgc_pmt_backend_12  |solid_SIDIS_hgc_pmt_12  |solid_SIDIS_hgc_pmt_backend_12  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_13  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_13  |-108.826251312997*cm -188.492565367501*cm 350.460455778663*cm  |      ordered: zxy -240*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_13  |solid_SIDIS_hgc_pmt_13  |solid_SIDIS_hgc_pmt_surface_13  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2330000 
solid_SIDIS_hgc_pmt_backend_13  |solid_SIDIS_hgc_pmt_13  |solid_SIDIS_hgc_pmt_backend_13  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_14  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_14  |-67.2583293860667*cm -206.999800245934*cm 350.460455778663*cm  |      ordered: zxy -252*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_14  |solid_SIDIS_hgc_pmt_14  |solid_SIDIS_hgc_pmt_surface_14  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2340000 
solid_SIDIS_hgc_pmt_backend_14  |solid_SIDIS_hgc_pmt_14  |solid_SIDIS_hgc_pmt_backend_14  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_15  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_15  |-22.7508958236116*cm -216.460150865891*cm 350.460455778663*cm  |      ordered: zxy -264*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_15  |solid_SIDIS_hgc_pmt_15  |solid_SIDIS_hgc_pmt_surface_15  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2350000 
solid_SIDIS_hgc_pmt_backend_15  |solid_SIDIS_hgc_pmt_15  |solid_SIDIS_hgc_pmt_backend_15  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_16  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_16  |22.7508610234472*cm -216.460154523536*cm 350.460455778663*cm  |      ordered: zxy -276*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_16  |solid_SIDIS_hgc_pmt_16  |solid_SIDIS_hgc_pmt_surface_16  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2360000 
solid_SIDIS_hgc_pmt_backend_16  |solid_SIDIS_hgc_pmt_16  |solid_SIDIS_hgc_pmt_backend_16  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_17  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_17  |67.2582961068366*cm -206.999811059011*cm 350.460455778663*cm  |      ordered: zxy -288*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_17  |solid_SIDIS_hgc_pmt_17  |solid_SIDIS_hgc_pmt_surface_17  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2370000 
solid_SIDIS_hgc_pmt_backend_17  |solid_SIDIS_hgc_pmt_17  |solid_SIDIS_hgc_pmt_backend_17  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_18  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_18  |108.826221009163*cm -188.492582863427*cm 350.460455778663*cm  |      ordered: zxy -300*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_18  |solid_SIDIS_hgc_pmt_18  |solid_SIDIS_hgc_pmt_surface_18  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2380000 
solid_SIDIS_hgc_pmt_backend_18  |solid_SIDIS_hgc_pmt_18  |solid_SIDIS_hgc_pmt_backend_18  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_19  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_19  |145.637918008915*cm -161.747324588971*cm 350.460455778663*cm  |      ordered: zxy -312*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_19  |solid_SIDIS_hgc_pmt_19  |solid_SIDIS_hgc_pmt_surface_19  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2390000 
solid_SIDIS_hgc_pmt_backend_19  |solid_SIDIS_hgc_pmt_19  |solid_SIDIS_hgc_pmt_backend_19  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_20  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_20  |176.084539359768*cm -127.932932320491*cm 350.460455778663*cm  |      ordered: zxy -324*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_20  |solid_SIDIS_hgc_pmt_20  |solid_SIDIS_hgc_pmt_surface_20  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2400000 
solid_SIDIS_hgc_pmt_backend_20  |solid_SIDIS_hgc_pmt_20  |solid_SIDIS_hgc_pmt_backend_20  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_21  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_21  |198.835421654825*cm -88.527257209343*cm 350.460455778663*cm  |      ordered: zxy -336*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_21  |solid_SIDIS_hgc_pmt_21  |solid_SIDIS_hgc_pmt_surface_21  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2410000 
solid_SIDIS_hgc_pmt_backend_21  |solid_SIDIS_hgc_pmt_21  |solid_SIDIS_hgc_pmt_backend_21  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_22  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_22  |212.896242200743*cm -45.252516288751*cm 350.460455778663*cm  |      ordered: zxy -348*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_surface_22  |solid_SIDIS_hgc_pmt_22  |solid_SIDIS_hgc_pmt_surface_22  |                                0*cm 0*cm 0.001*cm  |                       0*deg 0*deg 0*deg  | 009999   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   1   |           solid_hgc  |           solid_hgc  |                       id manual 2420000 
solid_SIDIS_hgc_pmt_backend_22  |solid_SIDIS_hgc_pmt_22  |solid_SIDIS_hgc_pmt_backend_22  |                               0*cm 0*cm -0.001*cm  |                       0*deg 0*deg 0*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.001*cm  |          Kryptonite  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_pmt_23  | solid_SIDIS_hgc_gas  |        solid_SIDIS_hgc_pmt_23  |217.652475689252*cm -2.3327902310276e-05*cm 350.460455778663*cm  |      ordered: zxy -360*deg 0*deg 39*deg  | 000000   |                 Box  |                                  10.16*cm 10.16*cm 0.002*cm  |        SL_HGC_C4F8O  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
